passage_id,source_id,review_round,paragraph_no,topic,content_zh,content_en,related_articles,related_pi,fulfillment_status,last_assessed_date
CO-2-041,src-2022-co-tc,2,41,平等及不歧視（國際審查委員會建議國家： a. 在向立法院提交平等法案之前，）,"國際審查委員會建議國家： a. 在向立法院提交平等法案之前，與身心障礙團體、國家人權委員會及國 際專家進行研商諮詢。 b. 起草平等法案時，適當考量到聯合國身心障礙者權利委員會關於平等及 不歧視的第 6 號一般性意見（2018 年）。 c. 確保平等法案明確規定各種形式的歧視，包括直接歧視、間接歧視、騷 擾、交織歧視，以及拒絕提供 CRPD 中定義的合理調整。 d. 確保平等法案明確規定，在就業、教育、衛生、公共參與和所有其他生 活領域，包括私部門提供商品或服務，基於身心障礙的歧視應屬非法。 e. 確保 LGBTIQ 身心障礙者在學校及工作場所之外，亦享有法律保障。 f. 確保為身心障礙者提供有效的法律上救濟，以主張他們的權利，包括法 院或法庭在基於身心障礙的歧視案件中能夠提供適當救濟，並確保向提 出歧視指控的人提供法律扶助。 g. 修正現有立法，確保平等法一旦通過，將優先於包括但不限於就業服務 法中的非歧視條款。 h. 確保國家蒐集有關基於身心障礙歧視和其他受保護特徵的申訴資料。以 Lesbian, Gay, Bisexual,Transgender, Intersex and Queer 分別為女同性戀者、男同性戀者、雙性 戀者、跨性別者、雙性人，以及拒絕接受傳統性別二分法的「酷兒性別」 及 i. 採取措施強化各級政府機關的能力，以使他們依據聯合國相關條約機構 的解釋，對各種不同形式的歧視，具有充分瞭解。",,A5,"PI-09,PI-12",pending,2026-05-01
CO-2-042,src-2022-co-tc,2,42,身心障礙婦女（國際審查委員會關切，於 2021 年修正的性別平等政策綱領仍）,國際審查委員會關切，於 2021 年修正的性別平等政策綱領仍未能充分解 決身心障礙婦女和女孩面臨的多重形式的歧視。他們更有可能面臨貧窮、 剝削、暴力和虐待。該綱領缺乏有時限的目標和具體計畫，以全面改善身 心障礙婦女及女孩面臨的不利情形。,,A6,,pending,2026-05-01
CO-2-043,src-2022-co-tc,2,43,身心障礙婦女（國際審查委員會建議國家考量聯合國身心障礙者權利委員會第 3 ）,國際審查委員會建議國家考量聯合國身心障礙者權利委員會第 3 號一般性 意見（身心障礙婦女和女孩），以及： a. 採取積極措施，保護身心障礙婦女和女孩不受歧視，並確保婦女被賦 權，能力得到發展以及地位得以提升。 b. 解決遭受暴力婦女及女孩的庇護安置服務和相應需求（例如，輔具、住 所、心理健康支持）。以及 c. 為身心障礙婦女和女孩提供輔具、住所、心理健康支持和指導等服務。,,A6,,pending,2026-05-01
CO-2-044,src-2022-co-tc,2,44,身心障礙兒童（國際審查委員會關切，儘管目前有確保支持兒童表達意見的政策，但）,國際審查委員會關切，儘管目前有確保支持兒童表達意見的政策，但父 母、教師和其他專業人員往往代替身心障礙兒童發言，身心障礙兒童的意 見不被視為真實可信，亦不被尊重。,,A7,PI-14,pending,2026-05-01
CO-2-045,src-2022-co-tc,2,45,身心障礙兒童（國際審查委員會建議國家： a. 確保法律規定（提供）服務（時）,國際審查委員會建議國家： a. 確保法律規定（提供）服務（時）有責任尊重身心障礙兒童不斷發展的 能力。 b. 為身心障礙兒童提供額外的支持，確保他們能夠自由表達意見。 c. 確保決策者在作出最佳利益決定時，依法有責任考量身心障礙兒童的想 望及感受。 d. 確保有其他身分的身心障礙兒童，例如原住民、難民、LGBTIQ，或來 自語言少數群體的身心障礙兒童能獲得整合性的支持。 e. 要求學校與福利機構通報和追蹤虐待以及基於性別的暴力案件，並建立 匿名熱線或空間，以利兒童（包括 LGBTIQ 兒童）能夠獲得諮詢和反霸 凌支持。,,A7,PI-14,pending,2026-05-01
CO-2-046,src-2022-co-tc,2,46,意識提升（國際審查委員關切，對身心障礙者的刻板印象、詆毀和負面報導，依）,國際審查委員關切，對身心障礙者的刻板印象、詆毀和負面報導，依然存 在於媒體及社群的論述中。,,A8,,pending,2026-05-01
CO-2-047,src-2022-co-tc,2,47,意識提升（國際審查委員會進一步關切，沒有明確的機制能就媒體對身心障礙者）,國際審查委員會進一步關切，沒有明確的機制能就媒體對身心障礙者作出 的負面報導提出投訴。,,A8,,pending,2026-05-01
CO-2-048,src-2022-co-tc,2,48,意識提升（國際審查委員會建議行政院，包括文化部，與國家通訊傳播委員會合）,國際審查委員會建議行政院，包括文化部，與國家通訊傳播委員會合作： a. 與身心障礙者密切諮詢並在身心障礙團體的參與下，通過國家身心障礙 策略，以提高障礙意識、打擊對身心障礙者的偏見，並監督和公開報告 該身心障礙策略之影響。 b. 修正所有部會目前現有的 CRPD 障礙意識培訓和發展計畫，以利更能夠 反映身心障礙者經驗的多樣性，並將身心障礙者納入培訓團隊，以開發 並提供此類培訓的內容。以及 c. 採用並推廣特定方案，以辨別和打擊與身心障礙有關的刻板印象、偏見 和有害做法，以促進身心障礙者的能力和貢獻。,,A8,,pending,2026-05-01
CO-2-049,src-2022-co-tc,2,49,意識提升（國際審查委員會建議國家通訊傳播委員會和國家人權委員會與媒體和）,國際審查委員會建議國家通訊傳播委員會和國家人權委員會與媒體和身心 障礙者代表團體合作，確保有明確機制和責任，以處理針對媒體報導涉及 身心障礙者刻板印象、偏見和有害做法的投訴。此外，國際審查委員會進 一步建議廣泛宣傳受理投訴的程序。 可及性／無障礙（第 9 條）,,A8,,pending,2026-05-01
CO-2-050,src-2022-co-tc,2,50,意識提升（國際審查委員會對以下情形表示關切： a. 缺乏綜合性的無障礙）,國際審查委員會對以下情形表示關切： a. 缺乏綜合性的無障礙策略以涵蓋所有面向。特別是物理環境的無障礙、 可及性資訊與通訊科技，以及所有數位的可及性。 b. 國內無障礙交通的規劃和提供存有差距。 c. 數位環境的障礙，包含政府網站，造成身心障礙者，尤其是視覺障礙者 難以取得資訊與溝通。 d. 無障礙停車位數量不足。 e. 電視節目中的手語和字幕不足，包括新聞報導。 f. 有關健康和健康照顧服務的資訊，並未皆以可及性格式提供給身心障礙 者。,,A8,,pending,2026-05-01
CO-2-051,src-2022-co-tc,2,51,意識提升（國際審查委員會回顧聯合國身心障礙者權利委員會對於可及性／無障）,國際審查委員會回顧聯合國身心障礙者權利委員會對於可及性／無障礙的 第 2 號一般性意見（2014 年） ，建議國家： a. 依國際審查委員會 2017 年的建議，通過國家無障礙行動計畫。此計畫應 包括公約所闡述的所有面向，並加強中央和地方層級的無障礙監督機 制，包括建立針對不遵循規定者予以裁罰的制度。 b. 增加城市大眾運輸系統中能夠乘載輪椅的公車數量，並改善都市及鄉村 地區的環境和公共空間，包括人行道。使其對不同身心障礙者來說，都 是安全且無障礙的。 c. 確保所有身心障礙者，特別是視覺障礙者，能在教育設施和家庭中都能 取得普及的數位科技。 d. 確保有充足的無障礙停車位。 e. 確保在更多的新聞節目和其他電視節目中提供手語和字幕。 f. 確保有關健康和健康照顧服務的資訊皆以可及性格式提供給身心障礙 者。,,A8,,pending,2026-05-01
CO-2-052,src-2022-co-tc,2,52,生命權（國際審查委員會對死刑問題深感震驚和失望。自 CRPD 國際審）,國際審查委員會對死刑問題深感震驚和失望。自 CRPD 國際審查委員會於 2017 年的審查，國家的檢察官已在好幾個被告涉及心理社會障礙或心智 障礙的案件中求處死刑。國家在 2018 年及 2020 年各處決了 1 名心理社會 障礙者。,,A10,,pending,2026-05-01
CO-2-053,src-2022-co-tc,2,53,生命權（國際審查委員會進一步關切，儘管國際審查委員會於 2017 年）,國際審查委員會進一步關切，儘管國際審查委員會於 2017 年的初次審查 及 2022 年 5 月的兩公約國際審查提出了建議，國家仍未對廢除死刑作出 有效努力，且繼續執行死刑。,,A10,,pending,2026-05-01
CO-2-054,src-2022-co-tc,2,54,生命權（國際人權標準明確指出，心理社會或心智障礙者絕不應被判處死刑和）,國際人權標準明確指出，心理社會或心智障礙者絕不應被判處死刑和／或 處決。這一點在 2017 年的公民與政治權利國際公約和 2013 年的經濟社會 文化權利國際公約的結論性意見中皆被提出。國際審查委員會不接受政府 對心理社會障礙者或心智障礙者皆不會處以死刑或執行處決的說法。刑事 訴訟法第 465 條第 1 項和第 467 條第 1 款關於暫不判處死刑的規定是針對 那些被認為是「精神錯亂」的人。此定義僅適用於被告在犯罪時沒有能力 感知或判斷外部世界的事務，也沒有能力自由決定或表達的情況。,,A10,,pending,2026-05-01
CO-2-055,src-2022-co-tc,2,55,生命權（政府的法規，即新修正的執行死刑規則、最高檢察署審核死刑案件核）,政府的法規，即新修正的執行死刑規則、最高檢察署審核死刑案件核對表 和法務部審核死刑案件核對表，並未防止對有心理社會或心智障礙的人執 行死刑。,,A10,,pending,2026-05-01
CO-2-056,src-2022-co-tc,2,56,生命權（關於病人自主權利法，國際審查委員會關切該法提供了終止、撤銷或）,關於病人自主權利法，國際審查委員會關切該法提供了終止、撤銷或不施 加維持生命治療、人工營養及流體餵養之預先決定的規範，其中包括基於 身心障礙的理由。委員會同時關切該法缺乏對監督終止、撤銷或不施加維 持生命治療的規定，缺乏能用於評估是否有遵循終止生命、撤銷或不施加 維持生命治療之保障程序的資料，亦缺乏足夠的支持來促進民間社會參與 和監督這些實施情形。國際審查委員會擔心能同意撤回當下醫療干預的 「選擇權」會對生命權構成潛在的威脅。因為雖然此一決定表面上看起來 是個人自願性的選擇，鑒於身心障礙者於日常生活中的選擇權有限，故此 決定是否為真實自願性，令人存疑。,,A10,,pending,2026-05-01
CO-2-057,src-2022-co-tc,2,57,生命權（國際審查委員會建議國家： a. 立即廢除死刑，並在廢除之前暫）,國際審查委員會建議國家： a. 立即廢除死刑，並在廢除之前暫停所有死刑的執行。於最低限度上，國 家應修正執行死刑規則，以確保不會對在犯罪或執行計畫時有心理社會 障礙和／或心智障礙者執行死刑。 b. 確保病人自主權利法透過以下方式符合 CRPD 的規範： i. 提供能取得替代行動方案和身心障礙者支持的管道。 ii. 根據病人自主權利法制定施行細則，要求應蒐集並報告每個預立醫療決 定和其實施情形的詳細資訊。 iii. 建立資料標準和有效的獨立機制，以確保對該法（病人自主權利法）和 其施行細則的嚴格遵循，以及身心障礙者於做決定時不會受到外部壓力 的影響。 iv. 讓公民社會，特別是身心障礙者代表團體參與本法（病人自主權利法） 和其施行細則的整體實施和監督。,,A10,,pending,2026-05-01
CO-2-058,src-2022-co-tc,2,58,緊急情況（國際審查委員會注意到在（a）身心障礙者及其代表團體參與災害防）,國際審查委員會注意到在（a）身心障礙者及其代表團體參與災害防救計 畫的討論和（b）製作災害意識教材的可及性版本的方面取得進展。然 而，國際審查委員會關切身心障礙者及其代表團體尚未充分參與減災風險 措施和演習行動的設計、實施和評估。,,A11,,pending,2026-05-01
CO-2-059,src-2022-co-tc,2,59,緊急情況（國際審查委員會關切，在由 COVID-19 導致的公共衛生緊）,國際審查委員會關切，在由 COVID-19 導致的公共衛生緊急情況下，身心 障礙者及其代表團體並未被充分諮詢和參與在 COVID-19 相關措施的決策 過程之中，包括嚴重特殊傳染性肺炎防治及紓困振興特別條例之制定。這 導致不能充分反映身心障礙者的需求，並缺乏（a）取得個人防護設備的 管道和（b）合理調整，包括關於在公共場所佩戴口罩。關於 COVID-19 疫情的可及性資訊持續缺乏，特別是對聽覺障礙者、聾人、視覺障礙者以 及心智障礙者。機構和精神醫療機構中的身心障礙者，以及在社區中獨立 生活的身心障礙者受到的影響特別大，身心障礙學生因缺乏線上學習的可 近性或學習教材有限而被剝奪了受教育的機會，其受到停課的影響也特別 大。,,A11,,pending,2026-05-01
CO-2-060,src-2022-co-tc,2,60,緊急情況（國家審查委員會建議國家依據災害防救法，並符合 2015-20）,國家審查委員會建議國家依據災害防救法，並符合 2015-2030 年仙台減災 綱領，確保身心障礙者及其代表團體系統性地參與減災風險措施的設計、 實施和評估，包括身心障礙影響評估審查。,,A11,,pending,2026-05-01
CO-2-061,src-2022-co-tc,2,61,緊急情況（國際審查委員會建議國家將聯合國人權事務高級專員辦事處發布的關）,國際審查委員會建議國家將聯合國人權事務高級專員辦事處發布的關於 COVID-19 和身心障礙者權利的指導意見納入考量，以及聯合國朝向障礙 融合觀點的 COVID-19 因應對策，並同時符合 2015-2030 年仙台減災綱領 以及實施仙台綱領關於健康方面的曼谷原則。 a. 確保身心障礙者代表團體參與因應 COVID-19 及其後果的措施，以及復 原期間採取的措施。 b. 確保所有身心障礙者，特別是聾人、聽覺障礙者、視覺障礙者和心智障 礙者，都能取得有關因應疫情和復原方案的可及性資訊。 c. 將障礙主流化納入 COVID-19 因應措施和復原方案，並特別強調確保在 教育、機構和精神醫療機構或獨立生活的身心障礙者能平等地進入主流 醫療系統，並保護身心障礙者免受流行病的影響，包括進一步隔離。,,A11,,pending,2026-05-01
CO-2-062,src-2022-co-tc,2,62,在法律之前獲得平等肯認（國際審查委員會對以下情形表示關切： a. 尚未從替代性決策轉）,國際審查委員會對以下情形表示關切： a. 尚未從替代性決策轉向尊重個人意願與偏好的支持性決策。 b. 監禁可能有傷害自己或他人之虞、經起訴或經審判定罪的身心障礙者。 c. 沒有確保身心障礙者在所有金融事項上不受歧視，包括開設銀行帳戶、 擁有或繼承財產、處理財務以及平等獲得銀行貸款、抵押貸款和其他形 式的金融信貸。 d. 金融服務部門的規範和培訓缺乏監督制度，以確保身心障礙者能夠在與 他人平等的基礎上獲得金融服務。 e. 要求有血緣關係的親屬簽字授權，病人才能從其自願住院的精神醫療機 構出院；自願住院的病人無法按照他們的期望，自主離開精神醫療機 構。,,"A12,GC1",PI-15,pending,2026-05-01
CO-2-063,src-2022-co-tc,2,63,在法律之前獲得平等肯認（國際審查委員會建議國家： a. 建立強而有力的系統，使支持性）,國際審查委員會建議國家： a. 建立強而有力的系統，使支持性決策取代目前的監護制度； b. 改善司法從業人員的培訓，以克服「最佳利益」原則的應用，並以 CRPD 第 1 號一般性意見（2014）中所提到「尊重個人意願與偏好」取 代之； c. 修正精神衛生法，刪除有關延長留置可能傷害自己或他人之虞、經起訴 或經審判定罪的身心障礙者的規定； d. 修正刑法第 87 條有關延長監護期間的規定； e. 要求金融機構消除對身心障礙者一切形式的歧視； f. 廢除精神醫療機構自願住院者的出院須有親屬同意授權的規定； g. 強化心理衛生人員的培訓，以防止非法留置。,,"A12,GC1",PI-15,pending,2026-05-01
CO-2-064,src-2022-co-tc,2,64,近用司法（國際審查委員會對以下情形表示關切： a. 法務部和司法院沒有）,國際審查委員會對以下情形表示關切： a. 法務部和司法院沒有充分考慮心智障礙者、神經多樣性者，包括自閉症 者或心理社會障礙者在司法系統中的需求，也沒有制定措施來解決他們 在近用司法方面所面臨的不利處境。 b. 司法院沒有向法官和法院工作人員廣泛宣傳障礙者近用司法之國際原則 與指引。沒有適當的制度來指導或監督其實施。 c. 司法院尚未與身心障礙者代表團體共同制定指引，以提供刑事或民事訴 訟中的法官在回應不同性別、年齡的身心障礙訴訟參與人請求時，應採 取何種程序調整，也沒有為法官制定任何有關身心障礙類別、潛在需求 以及溝通和互動方式調整的指引，以符合身心障礙者需求。 d. 雖然司法院為法官和律師提供了一些關於 CRPD 的培訓，但尚未對刑事 和民事法官、檢察官、律師公會成員和警察在辦理刑事和民事訴訟中， 針對具身心障礙身分之當事人或證人提供程序調整的系統性訓練。 e. 身心障礙者有時無法前往／離開法庭，並依賴遠距聽證，結果是在提供 遠距參與的幌子下，可能導致雙重的司法系統。,,A13,PI-15,pending,2026-05-01
CO-2-065,src-2022-co-tc,2,65,近用司法（國際審查委員會關切衛生福利部在 COVID-19 疫情之下限）,國際審查委員會關切衛生福利部在 COVID-19 疫情之下限制律師接觸其在 精神醫療機構和醫院中的當事人，而危及他們近用司法的機會。,,A13,PI-15,pending,2026-05-01
CO-2-066,src-2022-co-tc,2,66,近用司法（國際審查委員會建議司法院： a. 諮詢心智障礙者、神經多樣性）,國際審查委員會建議司法院： a. 諮詢心智障礙者、神經多樣性者和心理社會障礙者等代表團體的意見， 以瞭解他們使用司法系統的經驗，並發布符合《障礙者近用司法之國際 原則與指引》的指引，解決身心障礙者在近用司法的具體不利條件。該 指引應列出法院工作人員和法官可以採取的實際方法，以確保身心障礙 者在與其他人平等的基礎上近用司法。 b. 確保法官學院為臺灣的每位法官和法院工作人員提供有關該指引的培 訓，且此種培訓應該由包括身心障礙者在內的專家提供。 c. 建立一個由各種身心障礙者團體代表以及無障礙專家組成的諮詢機構， 以監督無障礙措施的實施，並提出後續改進的建議。 d. 確保身心障礙者進出法院時能獲得交通協助服務。,,A13,PI-15,pending,2026-05-01
CO-2-067,src-2022-co-tc,2,67,近用司法（國際審查委員會建議衛生福利部頒布包括精神醫療機構在內的醫療機）,國際審查委員會建議衛生福利部頒布包括精神醫療機構在內的醫療機構指 引，說明儘管因公共衛生或其他考量有訪客限制，但在這些機構中，律師 仍可以與其當事人本人透過安全的視訊連線或電話聯繫。,,A13,PI-15,pending,2026-05-01
CO-2-068,src-2022-co-tc,2,68,人身自由及安全（國際審查委員會關切，身心障礙者的自由受到剝奪，由於缺乏選擇，）,國際審查委員會關切，身心障礙者的自由受到剝奪，由於缺乏選擇，無法 選擇於何處、與何人一起生活。行政院目前正在審議的精神衛生法修正草 案似乎側重於強制留置和強制治療患有急性精神健康問題的人，而不是透 過社區支持來處理這種危機，包括獲得專業精神健康支持。更甚者，國家 少年司法的作為未充分考慮到在其照顧下的兒童和少年的數量，他們可被 診斷出功能、情緒、感官、心智限制和身心障礙，並且未能提供適當的評 估、支持、教育和處遇。,,A14,PI-15,pending,2026-05-01
CO-2-069,src-2022-co-tc,2,69,人身自由及安全（國際審查委員會關切，監獄和矯正機關專門的身心障礙支持和心理健）,國際審查委員會關切，監獄和矯正機關專門的身心障礙支持和心理健康工 作人員不足。這導致身心障礙者的權利和尊嚴無法得到維護，尤其是神經 多樣性、心智障礙和心理社會障礙者。國際審查委員會強調個人會被剝奪 自由並被限制在醫院和機構，是因為缺乏使他們能夠在社區生活的支持和 服務。國際審查委員會關切缺乏有計畫的去機構化方案，為這些人復歸社 區生活的準備／培訓的個人計畫提供資源。,,A14,PI-15,pending,2026-05-01
CO-2-070,src-2022-co-tc,2,70,人身自由及安全（國際審查委員會關切，目前針對神經多樣性、心理社會障礙和心智障）,國際審查委員會關切，目前針對神經多樣性、心理社會障礙和心智障礙者 的「暫行安置」和「監護處分」違反了 CRPD。導致監禁與被控罪行的嚴 重性不相稱，和／或導致無限期留置，以及無法復歸至社區。此外，留置 的時間被延長，審查不是由獨立的司法機構進行，也沒有直接涉及當事 人，這導致無法適當地滿足他們對身心障礙者支持和適當醫療保健的需 求。更甚者，這意味著未能提供與一般社區的人相同的身心障礙支持和健 康照顧水準。,,A14,PI-15,pending,2026-05-01
CO-2-071,src-2022-co-tc,2,71,人身自由及安全（國際審查委員會建議國家： a. 立即中止討論行政院目前正在審）,國際審查委員會建議國家： a. 立即中止討論行政院目前正在審議的精神衛生法修正草案，並審查該法 案是否符合臺灣對於聯合國人權協議和公約中的承諾。 b. 確保每位入住精神醫療機構的人，從入院的第一天起，都有個別化的出 院計畫，以使他們能夠依據本人的意願和偏好，在其所需要的支持下返 回社區。 c. 提撥預算，以對所有被拘留的少年和青年進行適當的評估和支持。 d. 開始對少年司法系統，即矯正機關4、感化院和拘留所中的青少年，進行 專家評估和專門支持、教育與處遇。 e. 確保定期蒐集和公布有關身心障礙青少年被拘留者的資料。這些資料應 按性別、身心障礙類別和其他核心因素進行分組分析。以及 f. 針對負責青少年被拘留者，特別是身心障礙被拘留者的適應訓練、復 健、教育、支持和處遇的權責機關建立密切的聯繫和合作，包括但不限 於法務部矯正署、衛生福利部及教育部。,,A14,PI-15,pending,2026-05-01
CO-2-072,src-2022-co-tc,2,72,人身自由及安全（國際審查委員會建議（法務部）矯正署根據身心障礙收容人的數量，）,國際審查委員會建議（法務部）矯正署根據身心障礙收容人的數量，調查 其需求。根據前述資料，配置足夠數量的合格專業工作人員，其應具有健 康、心理健康和／或身心障礙支持資格。,,A14,PI-15,pending,2026-05-01
CO-2-073,src-2022-co-tc,2,73,人身自由及安全（國際審查委員會建議修正關於「暫行安置」和「監護處分」的相關立）,國際審查委員會建議修正關於「暫行安置」和「監護處分」的相關立法， 以符合 CRPD 和其他國際人權文書。 免於酷刑或殘忍、不人道或有辱人格之對待或處罰（第 15 條）,,A14,PI-15,pending,2026-05-01
CO-2-074,src-2022-co-tc,2,74,人身自由及安全（國際審查委員會對以下情形表示關切： a. 現有體系包括事前通）,國際審查委員會對以下情形表示關切： a. 現有體系包括事前通知與無預警查核，被指出對於遏制機構中的暴力與 虐待是無效的。在機構、監獄和特殊學校中仍然可以看到對身心障礙者 的虐待和不人道待遇。 b. 目前的程序、定期評估和無預警查核被指出是無效的。 c. 工作人員嚴重短缺和管理不善，使得矯正機關內收容人的健康和衛生水 準很差。這導致身心障礙收容人面臨不人道或有辱人格的對待。 d. 心理社會障礙者經常受到藥物和身體約束，而不是採用行為管理技能。 各類醫療機構高度「自我管理」，而沒有獨立監督系統。 e. 國際審查委員會要求提供監督採取隔離與約束之做法及減少此類做法的 資料，但未獲回應。相反地，國際審查委員會得到的資料是有關查核和 實際辦理情形。,,A14,PI-15,pending,2026-05-01
CO-2-075,src-2022-co-tc,2,75,人身自由及安全（國際審查委員會建議國家： a. 立即承諾消除精神醫療機構的限）,國際審查委員會建議國家： a. 立即承諾消除精神醫療機構的限制性做法，包括隔離和約束。為此，國 家應與身心障礙團體、自己經歷過這種限制性做法的人、家庭、心理健 康專業人員、支持性團體以及國家人權委員會合作，對最佳做法進行研 究，制定計畫並加以實施。 b. 對於限制性做法，包括隔離與約束，建置有關實施場合、持續時間、地 國內現況並無感化院和拘留所，矯正機關僅包含矯正學校和少年觀護所。 點及情況等資料。 c. 建立免於酷刑或殘忍、不人道或有辱人格之對待或處罰的國家獨立檢查 機制，類似聯合國禁止酷刑公約任擇議定書規定的國家預防機制，以採 取措施防止和消除包括隔離和約束在內的限制性做法，減少在所有場 域，包括在精神醫療機構、護理之家和監獄中使用基於身心障礙的藥物 治療；在每次查核後提供報告並提供年度公開報告。,,A14,PI-15,pending,2026-05-01
CO-2-076,src-2022-co-tc,2,76,免於剝削（國際審查委員會對以下情形表示關切： a. 沒有積極為遭受剝削）,國際審查委員會對以下情形表示關切： a. 沒有積極為遭受剝削、暴力和虐待的身心障礙者制定保護、協助和服務 措施。這些措施包括保護身心障礙者不受進一步傷害的具體策略，並將 重點放在滿足具有不同類型身心障礙者的特定需求。 b. 辨識和報告有關剝削、暴力和虐待事件的資訊不足。,,A16,PI-14,pending,2026-05-01
CO-2-077,src-2022-co-tc,2,77,免於剝削（國際審查委員會對以下情形表示關切： a. 保護身心障礙者免受）,國際審查委員會對以下情形表示關切： a. 保護身心障礙者免受家庭暴力、親密關係暴力、性暴力以及兒童虐待事 件的侵害。 b. 防止剝削、暴力和虐待身心障礙者的措施，包括監督身心障礙設施和方 案的獨立機制。 c. 關於預防、辨別和處理身心障礙者遭受暴力事件的培訓。 d. 關於剝削、暴力和虐待身心障礙者的有效申訴機制。 e. 關於剝削、暴力和虐待身心障礙者，特別是身心障礙婦女和女孩事件的 資料。 f. 針對身心障礙者在工作場所、機構或特殊學校中遭受身體、情感、經濟 或性別虐待、暴力、霸凌、歧視和剝削情形進行檢視。,,A16,PI-14,pending,2026-05-01
CO-2-078,src-2022-co-tc,2,78,免於剝削（國際審查委員會關切，身心障礙者（無論是身體、認知、感官或心理）,國際審查委員會關切，身心障礙者（無論是身體、認知、感官或心理社會 方面的身心障礙者）並沒有機會讓他們瞭解並同意接受治療、行為管理或 其他處遇。此外，並沒有要求或建議「支持性決策」程序，也沒有要求對 溝通方式進行調整，以回應被通知或同意此類處遇對象的需求、感知能力 或理解力。此外，通常會邀請家人、工作人員，或受監護輔助宣告的當事 人，由監護／輔助人而非當事人在預擬的處遇文件上簽名。,,A16,PI-14,pending,2026-05-01
CO-2-079,src-2022-co-tc,2,79,免於剝削（國際審查委員會建議國家： a. 與國家人權委員會、身心障礙者）,國際審查委員會建議國家： a. 與國家人權委員會、身心障礙者及其代表團體和相關部會密切合作，確 保制定國家最低標準，在法規中規定所有身心障礙服務提供者應遵守的 服務品質。針對所有提供身心障礙者服務的設施和方案，定期依據這些 標準進行品質保證評估。 b. 立即對身心障礙者在所有場域中的經驗進行全國性的質化和量化檢視， 以建立對剝削、暴力和虐待程度的認識。這應是對身心障礙者在居住 地、工作場所、機構或特殊學校受到的身體、情感、經濟或性別虐待、 暴力、霸凌、歧視、忽視、剝奪和剝削的系統性檢視。前述檢視完成 後，適當的政府回應策略將著重於受影響者的復健和補償需求，以及導 正致使相關問題的制度和監督失靈。 c. 採取措施，保護身心障礙者免受家庭暴力、親密關係和性暴力以及兒童 虐待事件的侵害。 d. 採取措施，防止對身心障礙者的剝削、暴力和虐待，包括建立一個獨立 的機制來監督提供身心障礙者服務的設施和方案。 e. 確保就預防、辨別和處理身心障礙者遭受暴力事件，進行適當的培訓。 f. 確保建立獨立的申訴機制，處理包括私領域在內，對身心障礙者的剝 削、暴力和虐待行為的申訴。 g. 確保制定有效的立法和政策，包括以婦女和兒童為重點的立法和政策， 以確保辨別、調查並酌情起訴對身心障礙者的剝削、暴力和虐待事件。 h. 確保修正知情同意所必要具備的立法、政策與實務程序以利於支持性決 定的程序，並要求對溝通方式進行調整，以回應被通知或同意此類處遇 方式對象的需求、感知能力或理解力。,,A16,PI-14,pending,2026-05-01
CO-2-080,src-2022-co-tc,2,80,保障人身完整性（國際審查委員會對以下情形表示關切： a. 現行優生保健法要求）,國際審查委員會對以下情形表示關切： a. 現行優生保健法要求醫生建議患有遺傳性疾病者進行人工流產、輸精管 結紮或輸卵管結紮。 b. 現行優生保健法允許在替代性決策制度下，未經身心障礙者本人同意即 對其進行人工流產和絕育手術。 c. 身心障礙者面臨來自家庭成員的壓力，基於其身心障礙的原因，要求他 們進行非以治療為目的之人工流產及絕育手術。,,A17,,pending,2026-05-01
CO-2-081,src-2022-co-tc,2,81,保障人身完整性（國際審查委員會建議國家： a. 廢除現行優生保健法中關於醫生）,國際審查委員會建議國家： a. 廢除現行優生保健法中關於醫生必須建議患有遺傳性疾病者進行人工流 產和絕育手術的規定。 b. 修正法律，規定對身心障礙者進行非以治療為目的之絕育手術和人工流 產，必須在本人自主且知情同意的前提下進行，不得由第三方代理同 意。 c. 與身心障礙者及其代表團體密切合作，對身心障礙者絕育手術和人工流 產的發生率、盛行率及情形進行研究，並提高公眾對身心障礙者生殖權 利的認識。,,A17,,pending,2026-05-01
CO-2-082,src-2022-co-tc,2,82,遷徙（國際審查委員會關切，雖然內政部打算廢除入出國及移民法第 18）,國際審查委員會關切，雖然內政部打算廢除入出國及移民法第 18 條第 1 項第 8 款規定，該條文規定如果外國人「患有足以妨害公共衛生或社會安 寧之傳染病、精神疾病或其他疾病」，得禁止其進入臺灣，但尚未完成。,,A18,,pending,2026-05-01
CO-2-083,src-2022-co-tc,2,83,遷徙（國際審查委員會建議國家： a. 廢除入出國及移民法第 18 ）,國際審查委員會建議國家： a. 廢除入出國及移民法第 18 條第 1 項第 8 款。 b. 確保國籍法第 3 條規定有關「有相當之財產或專業技能，足以自立，或 生活保障無虞」之標準，對於目前居住在臺灣境內並希望申請歸化國籍 的外國人或無國籍人士，不會被用來阻礙其申請歸化國籍，包括希望取 得國籍之家庭中的身心障礙兒童。,,A18,,pending,2026-05-01
CO-2-084,src-2022-co-tc,2,84,自立生活（國際審查委員會注意到政府在 2020 年開始提供專案經費補助）,國際審查委員會注意到政府在 2020 年開始提供專案經費補助予非政府組 織，以推動「多元社區生活」服務模式，並發展提供自立生活指引和多元 生活選項的計畫，以協助心理社會障礙者重返社區生活。,,A19,PI-11,pending,2026-05-01
